folder_name,data_split
BraTS-GoAT-01573,Validation
BraTS-GoAT-01574,Validation
BraTS-GoAT-01575,Validation
BraTS-GoAT-01576,Validation
BraTS-GoAT-01577,Train
BraTS-GoAT-01579,Validation
BraTS-GoAT-01580,Train
BraTS-GoAT-01582,Train
BraTS-GoAT-01584,Validation
BraTS-GoAT-01585,Train
BraTS-GoAT-01588,Validation
BraTS-GoAT-01590,Train
BraTS-GoAT-01596,Test
BraTS-GoAT-01598,Train
BraTS-GoAT-01599,Train
BraTS-GoAT-01600,Train
BraTS-GoAT-01601,Train
BraTS-GoAT-01602,Test
BraTS-GoAT-01605,Train
BraTS-GoAT-01610,Train
BraTS-GoAT-01611,Train
BraTS-GoAT-01614,Train
BraTS-GoAT-01616,Train
BraTS-GoAT-01618,Test
BraTS-GoAT-01627,Train
BraTS-GoAT-01631,Test
BraTS-GoAT-01632,Test
BraTS-GoAT-01633,Train
BraTS-GoAT-01638,Test
BraTS-GoAT-01640,Train
BraTS-GoAT-01642,Test
BraTS-GoAT-01644,Test
BraTS-GoAT-01645,Train
BraTS-GoAT-01646,Train
BraTS-GoAT-01647,Validation
BraTS-GoAT-01648,Train
BraTS-GoAT-01653,Validation
BraTS-GoAT-01654,Validation
BraTS-GoAT-01655,Validation
BraTS-GoAT-01656,Train
BraTS-GoAT-01660,Validation
BraTS-GoAT-01661,Test
BraTS-GoAT-01662,Validation
BraTS-GoAT-01663,Validation
BraTS-GoAT-01664,Validation
BraTS-GoAT-01665,Test
BraTS-GoAT-01666,Train
BraTS-GoAT-01667,Train
BraTS-GoAT-01668,Test
BraTS-GoAT-01669,Train
BraTS-GoAT-01671,Train
BraTS-GoAT-01675,Test
BraTS-GoAT-01676,Train
BraTS-GoAT-01677,Train
BraTS-GoAT-01678,Validation
BraTS-GoAT-01680,Train
BraTS-GoAT-01683,Train
BraTS-GoAT-01684,Train
BraTS-GoAT-01686,Test
BraTS-GoAT-01687,Test
BraTS-GoAT-01691,Train
BraTS-GoAT-01692,Test
BraTS-GoAT-01694,Train
BraTS-GoAT-01696,Train
BraTS-GoAT-01698,Test
BraTS-GoAT-01699,Validation
BraTS-GoAT-01700,Train
BraTS-GoAT-01701,Train
BraTS-GoAT-01703,Train
BraTS-GoAT-01704,Validation
BraTS-GoAT-01708,Train
BraTS-GoAT-01711,Train
BraTS-GoAT-01712,Train
BraTS-GoAT-01717,Train
BraTS-GoAT-01718,Train
BraTS-GoAT-01720,Train
BraTS-GoAT-01721,Train
BraTS-GoAT-01723,Train
BraTS-GoAT-01724,Test
BraTS-GoAT-01727,Train
BraTS-GoAT-01730,Train
BraTS-GoAT-01732,Train
BraTS-GoAT-01733,Validation
BraTS-GoAT-01734,Validation
BraTS-GoAT-01736,Train
BraTS-GoAT-01737,Train
BraTS-GoAT-01738,Validation
BraTS-GoAT-01741,Test
BraTS-GoAT-01742,Train
BraTS-GoAT-01743,Train
BraTS-GoAT-01744,Train
BraTS-GoAT-01745,Train
BraTS-GoAT-01746,Train
BraTS-GoAT-01748,Validation
BraTS-GoAT-01750,Train
BraTS-GoAT-01753,Train
BraTS-GoAT-01754,Test
BraTS-GoAT-01755,Test
BraTS-GoAT-01756,Train
BraTS-GoAT-01758,Test
BraTS-GoAT-01759,Test
BraTS-GoAT-01760,Train
BraTS-GoAT-01762,Train
BraTS-GoAT-01763,Test
BraTS-GoAT-01765,Test
BraTS-GoAT-01767,Train
BraTS-GoAT-01768,Validation
BraTS-GoAT-01769,Test
BraTS-GoAT-01770,Train
BraTS-GoAT-01772,Test
BraTS-GoAT-01777,Train
BraTS-GoAT-01782,Train
BraTS-GoAT-01789,Train
BraTS-GoAT-01792,Test
BraTS-GoAT-01793,Train
BraTS-GoAT-01794,Train
BraTS-GoAT-01795,Test
BraTS-GoAT-01796,Validation
BraTS-GoAT-01797,Test
BraTS-GoAT-01803,Test
BraTS-GoAT-01805,Train
BraTS-GoAT-01806,Train
BraTS-GoAT-01807,Train
BraTS-GoAT-01810,Train
BraTS-GoAT-01811,Validation
BraTS-GoAT-01816,Train
BraTS-GoAT-01818,Train
BraTS-GoAT-01819,Train
BraTS-GoAT-01820,Test
BraTS-GoAT-01821,Train
BraTS-GoAT-01823,Validation
BraTS-GoAT-01824,Train
BraTS-GoAT-01826,Train
BraTS-GoAT-01828,Train
BraTS-GoAT-01831,Train
BraTS-GoAT-01832,Train
BraTS-GoAT-01834,Test
BraTS-GoAT-01839,Train
BraTS-GoAT-01840,Test
BraTS-GoAT-01841,Train
BraTS-GoAT-01842,Validation
BraTS-GoAT-01844,Validation
BraTS-GoAT-01845,Validation
BraTS-GoAT-01846,Train
BraTS-GoAT-01850,Train
BraTS-GoAT-01852,Train
BraTS-GoAT-01853,Train
BraTS-GoAT-01856,Train
BraTS-GoAT-01857,Train
BraTS-GoAT-01859,Train
BraTS-GoAT-01862,Test
BraTS-GoAT-01864,Test
BraTS-GoAT-01865,Train
BraTS-GoAT-01867,Train
BraTS-GoAT-01869,Train
BraTS-GoAT-01872,Test
BraTS-GoAT-01873,Train
BraTS-GoAT-01874,Train
BraTS-GoAT-01876,Train
BraTS-GoAT-01877,Train
BraTS-GoAT-01878,Train
BraTS-GoAT-01879,Test
BraTS-GoAT-01880,Train
BraTS-GoAT-01881,Train
BraTS-GoAT-01882,Train
BraTS-GoAT-01885,Train
BraTS-GoAT-01886,Test
BraTS-GoAT-01888,Train
BraTS-GoAT-01889,Train
BraTS-GoAT-01890,Train
BraTS-GoAT-01891,Train
BraTS-GoAT-01893,Test
BraTS-GoAT-01895,Test
BraTS-GoAT-01896,Train
BraTS-GoAT-01900,Validation
BraTS-GoAT-01901,Train
BraTS-GoAT-01903,Train
BraTS-GoAT-01905,Validation
BraTS-GoAT-01906,Train
BraTS-GoAT-01907,Train
BraTS-GoAT-01912,Train
BraTS-GoAT-01913,Train
BraTS-GoAT-01915,Train
BraTS-GoAT-01916,Train
BraTS-GoAT-01917,Train
BraTS-GoAT-01918,Test
BraTS-GoAT-01919,Train
BraTS-GoAT-01920,Test
BraTS-GoAT-01921,Test
BraTS-GoAT-01922,Test
BraTS-GoAT-01923,Train
BraTS-GoAT-01926,Test
BraTS-GoAT-01929,Train
BraTS-GoAT-01932,Train
BraTS-GoAT-01934,Test
BraTS-GoAT-01936,Test
BraTS-GoAT-01939,Validation
BraTS-GoAT-01940,Train
BraTS-GoAT-01944,Test
BraTS-GoAT-01946,Train
BraTS-GoAT-01950,Validation
BraTS-GoAT-01957,Train
BraTS-GoAT-01958,Test
BraTS-GoAT-01959,Validation
BraTS-GoAT-01960,Validation
BraTS-GoAT-01961,Train
BraTS-GoAT-01964,Train
BraTS-GoAT-01965,Train
BraTS-GoAT-01968,Train
BraTS-GoAT-01969,Train
BraTS-GoAT-01970,Train
BraTS-GoAT-01973,Validation
BraTS-GoAT-01975,Validation
BraTS-GoAT-01976,Train
BraTS-GoAT-01977,Validation
BraTS-GoAT-01978,Validation
BraTS-GoAT-01979,Test
BraTS-GoAT-01980,Test
BraTS-GoAT-01981,Validation
BraTS-GoAT-01983,Test
BraTS-GoAT-01986,Validation
BraTS-GoAT-01988,Train
BraTS-GoAT-01989,Test
BraTS-GoAT-01990,Train
BraTS-GoAT-01991,Train
BraTS-GoAT-01992,Validation
BraTS-GoAT-01994,Train
BraTS-GoAT-01998,Train
BraTS-GoAT-01999,Train
BraTS-GoAT-02000,Validation
BraTS-GoAT-02001,Train
BraTS-GoAT-02002,Train
BraTS-GoAT-02003,Test
BraTS-GoAT-02004,Train
BraTS-GoAT-02005,Train
BraTS-GoAT-02007,Validation
BraTS-GoAT-02009,Train
BraTS-GoAT-02011,Train
BraTS-GoAT-02012,Train
BraTS-GoAT-02015,Train
BraTS-GoAT-02016,Test
BraTS-GoAT-02017,Test
BraTS-GoAT-02019,Test
BraTS-GoAT-02020,Train
BraTS-GoAT-02021,Train
BraTS-GoAT-02022,Train
BraTS-GoAT-02023,Train
BraTS-GoAT-02025,Train
BraTS-GoAT-02027,Train
BraTS-GoAT-02028,Train
BraTS-GoAT-02030,Test
BraTS-GoAT-02034,Validation
BraTS-GoAT-02035,Validation
BraTS-GoAT-02038,Test
BraTS-GoAT-02042,Train
BraTS-GoAT-02044,Train
BraTS-GoAT-02045,Train
BraTS-GoAT-02046,Test
BraTS-GoAT-02048,Validation
BraTS-GoAT-02049,Train
BraTS-GoAT-02053,Test
BraTS-GoAT-02054,Validation
BraTS-GoAT-02056,Train
BraTS-GoAT-02060,Train
BraTS-GoAT-02062,Train
BraTS-GoAT-02063,Train
BraTS-GoAT-02065,Train
BraTS-GoAT-02066,Test
BraTS-GoAT-02068,Validation
BraTS-GoAT-02069,Train
BraTS-GoAT-02070,Train
BraTS-GoAT-02071,Train
BraTS-GoAT-02074,Validation
BraTS-GoAT-02075,Train
BraTS-GoAT-02076,Train
BraTS-GoAT-02077,Train
BraTS-GoAT-02078,Validation
BraTS-GoAT-02080,Train
BraTS-GoAT-02081,Validation
BraTS-GoAT-02084,Validation
BraTS-GoAT-02086,Test
BraTS-GoAT-02087,Train
BraTS-GoAT-02088,Validation
BraTS-GoAT-02090,Train
BraTS-GoAT-02091,Train
BraTS-GoAT-02094,Validation
BraTS-GoAT-02096,Train
BraTS-GoAT-02097,Test
BraTS-GoAT-02101,Train
BraTS-GoAT-02102,Validation
BraTS-GoAT-02104,Train
BraTS-GoAT-02107,Train
BraTS-GoAT-02109,Train
BraTS-GoAT-02110,Train
BraTS-GoAT-02112,Train
BraTS-GoAT-02113,Train
BraTS-GoAT-02117,Train
BraTS-GoAT-02121,Train
BraTS-GoAT-02124,Train
BraTS-GoAT-02126,Test
BraTS-GoAT-02127,Train
BraTS-GoAT-02128,Test
BraTS-GoAT-02130,Train
BraTS-GoAT-02131,Train
BraTS-GoAT-02132,Train
BraTS-GoAT-02135,Test
BraTS-GoAT-02136,Test
BraTS-GoAT-02137,Train
BraTS-GoAT-02141,Train
BraTS-GoAT-02143,Train
BraTS-GoAT-02144,Train
BraTS-GoAT-02145,Validation
BraTS-GoAT-02146,Validation
BraTS-GoAT-02148,Train
BraTS-GoAT-02149,Train
BraTS-GoAT-02151,Train
BraTS-GoAT-02154,Train
BraTS-GoAT-02155,Train
BraTS-GoAT-02161,Test
BraTS-GoAT-02166,Train
BraTS-GoAT-02168,Train
BraTS-GoAT-02169,Validation
BraTS-GoAT-02172,Test
BraTS-GoAT-02173,Train
BraTS-GoAT-02174,Train
BraTS-GoAT-02176,Train
BraTS-GoAT-02178,Train
BraTS-GoAT-02180,Train
BraTS-GoAT-02181,Train
BraTS-GoAT-02182,Train
BraTS-GoAT-02184,Train
BraTS-GoAT-02185,Validation
BraTS-GoAT-02186,Validation
BraTS-GoAT-02187,Test
BraTS-GoAT-02188,Train
BraTS-GoAT-02190,Validation
BraTS-GoAT-02191,Train
BraTS-GoAT-02192,Train
BraTS-GoAT-02194,Test
BraTS-GoAT-02198,Test
BraTS-GoAT-02202,Train
BraTS-GoAT-02203,Train
BraTS-GoAT-02205,Train
BraTS-GoAT-02206,Train
BraTS-GoAT-02208,Train
BraTS-GoAT-02211,Test
BraTS-GoAT-02212,Train
BraTS-GoAT-02213,Train
BraTS-GoAT-02215,Train
BraTS-GoAT-02218,Train
BraTS-GoAT-02219,Train
BraTS-GoAT-02222,Train
BraTS-GoAT-02225,Train
BraTS-GoAT-02226,Train
BraTS-GoAT-02231,Train
BraTS-GoAT-02232,Train
BraTS-GoAT-02233,Test
BraTS-GoAT-02234,Train
BraTS-GoAT-02235,Train
BraTS-GoAT-02236,Validation
BraTS-GoAT-02237,Train
BraTS-GoAT-02238,Test
BraTS-GoAT-02242,Train
BraTS-GoAT-02244,Train
BraTS-GoAT-02250,Test
BraTS-GoAT-02254,Train
BraTS-GoAT-02257,Train
BraTS-GoAT-02258,Test
BraTS-GoAT-02260,Validation
BraTS-GoAT-02261,Validation
BraTS-GoAT-02262,Train
BraTS-GoAT-02263,Train
BraTS-GoAT-02264,Train
BraTS-GoAT-02265,Train
BraTS-GoAT-02266,Train
BraTS-GoAT-02269,Train
BraTS-GoAT-02273,Test
BraTS-GoAT-02274,Test
BraTS-GoAT-02276,Train
BraTS-GoAT-02278,Test
BraTS-GoAT-02282,Train
BraTS-GoAT-02283,Validation
BraTS-GoAT-02286,Test
BraTS-GoAT-02290,Train
BraTS-GoAT-02291,Test
BraTS-GoAT-02292,Train
BraTS-GoAT-02293,Validation
BraTS-GoAT-02294,Validation
BraTS-GoAT-02296,Train
BraTS-GoAT-02297,Train
BraTS-GoAT-02299,Train
BraTS-GoAT-02300,Test
BraTS-GoAT-02302,Train
BraTS-GoAT-02305,Test
BraTS-GoAT-02309,Train
BraTS-GoAT-02310,Train
BraTS-GoAT-02312,Test
BraTS-GoAT-02314,Train
BraTS-GoAT-02317,Train
BraTS-GoAT-02318,Validation
BraTS-GoAT-02319,Train
BraTS-GoAT-02323,Train
BraTS-GoAT-02325,Train
BraTS-GoAT-02326,Train
BraTS-GoAT-02327,Test
BraTS-GoAT-02329,Test
BraTS-GoAT-02330,Train
BraTS-GoAT-02332,Train
BraTS-GoAT-02333,Train
BraTS-GoAT-02337,Train
BraTS-GoAT-02338,Validation
BraTS-GoAT-02341,Test
BraTS-GoAT-02343,Test
BraTS-GoAT-02354,Train
BraTS-GoAT-02355,Train
BraTS-GoAT-02357,Test
BraTS-GoAT-02358,Test
BraTS-GoAT-02359,Train
BraTS-GoAT-02362,Train
BraTS-GoAT-02363,Train
BraTS-GoAT-02365,Train
BraTS-GoAT-02367,Train
BraTS-GoAT-02368,Train
BraTS-GoAT-02369,Train
BraTS-GoAT-02372,Train
BraTS-GoAT-02375,Validation
BraTS-GoAT-02376,Train
BraTS-GoAT-02378,Train
BraTS-GoAT-02381,Train
BraTS-GoAT-02384,Validation
BraTS-GoAT-02386,Train
BraTS-GoAT-02387,Test
BraTS-GoAT-02388,Validation
BraTS-GoAT-02394,Train
BraTS-GoAT-02399,Train
BraTS-GoAT-02400,Test
BraTS-GoAT-02401,Validation
BraTS-GoAT-02402,Train
BraTS-GoAT-02404,Validation
BraTS-GoAT-02405,Train
BraTS-GoAT-02406,Train
BraTS-GoAT-02409,Train
BraTS-GoAT-02410,Train
BraTS-GoAT-02411,Train
BraTS-GoAT-02412,Test
BraTS-GoAT-02413,Train
BraTS-GoAT-02415,Train
BraTS-GoAT-02416,Train
BraTS-GoAT-02417,Train
BraTS-GoAT-02418,Test
BraTS-GoAT-02420,Test
BraTS-GoAT-02421,Train
BraTS-GoAT-02422,Train
BraTS-GoAT-02423,Train
BraTS-GoAT-02424,Test
BraTS-GoAT-02426,Train
BraTS-GoAT-02427,Test
BraTS-GoAT-02428,Test
BraTS-GoAT-02429,Train
BraTS-GoAT-02430,Train
BraTS-GoAT-02438,Train
BraTS-GoAT-02439,Validation
BraTS-GoAT-02440,Train
BraTS-GoAT-02441,Test
BraTS-GoAT-02445,Train
BraTS-GoAT-02446,Train
BraTS-GoAT-02447,Train
BraTS-GoAT-02448,Train
BraTS-GoAT-02450,Train
BraTS-GoAT-02451,Train
BraTS-GoAT-02452,Test
BraTS-GoAT-02453,Train
BraTS-GoAT-02454,Train
BraTS-GoAT-02459,Validation
BraTS-GoAT-02460,Train
BraTS-GoAT-02462,Train
BraTS-GoAT-02464,Train
BraTS-GoAT-02465,Test
BraTS-GoAT-02466,Train
BraTS-GoAT-02467,Train
BraTS-GoAT-02468,Train
BraTS-GoAT-02472,Train
BraTS-GoAT-02476,Train
BraTS-GoAT-02481,Train
BraTS-GoAT-02482,Train
BraTS-GoAT-02483,Test
